"SellerID","Vendor","City","ZipCode","Country"
"3864","Delalic & Kiefer Automobile","Rodgau-Nieder Roden","63110","NULL"
"5739","Autopartner Gebrauchtwagen","Gummersbach-Niederseßmar","51643","NULL"
"29119","Arno's Auto's","KD OSS","5347","NULL"
"34341320","Private Offer","Harelbeke","8530","Belgium"
"34342011","Private Offer","Neupré","4120","Belgium"
"34310745","Private Offer","Calpe","03710","Spain"
"33919851","Private Offer","Oberhausen-Rheinhausen","68794","Germany"
"26172187","Private Offer","Regensburg","93055","Germany"
"26503468","Private Offer","Villapiana","87076","Italy"
"9444863","Private Offer","Beuren","72660","Germany"
"33646038","Private Offer","torino","10121","Italy"
"25725009","Private Offer","Zweibrücken","66482","Germany"
"30809645","Private Offer","Antwerpen","2018","Belgium"
"27079204","Private Offer","Detmold","32756","Germany"
"11472917","Private Offer","Heidelberg","69126","Germany"
"12038814","Private Offer","Schwabmünchen","86830","Germany"
"24557707","Jet Cars B.V.","CA ROTTERDAM","3084","NULL"
"34521334","Private Offer","maruggio","74020","Italy"
"4192469","Autohaus G. Bechtluft","Michelstadt","64720","NULL"
"645643","Private Offer","Schorndorf","73614","Germany"
"31858779","Private Offer","wien","1180","Austria"
"4686768","Private Offer","Borgoricco","30035","Italy"
"33233366","Private Offer","Rudolf-Breitscheid-Straße 47","16225","Germany"
"32751607","Private Offer","Bruxelles","1083","Belgium"
"6769801","MS Automobile","Calw","75365","NULL"
"22914654","Private Offer","Livorno","57100","Italy"
"34313909","Private Offer","gussago","25064","Italy"
"31612","TopCars Cronenberg","Wuppertal-Cronenberg","42349","NULL"
"33918754","Private Offer","trento","38075","Italy"
"23017788","Private Offer","Schwaz","6130","Austria"
"33361624","Private Offer","Brückl","9371","Austria"
"17117285","Autoland Schwaz","Schwaz","6130","NULL"
"15681083","Dé Autozaak","AA LELYSTAD","8211","NULL"
"11136556","Private Offer","Langenfeld","40764","Germany"
"23051767","Auto EMHA GbR","Stadtallendorf","35260","NULL"
"31061690","netcar Automobile","Berlin","13088","NULL"
"17694857","Private Offer","Charleroi","6061","Belgium"
"11829208","Private Offer","Gentbrugge","9050","Belgium"
"34432965","Private Offer","reggiolo","42046","Italy"
"34270938","Private Offer","Wattrelos","59150","France"
"33975019","Private Offer","Cervia","48015","Italy"
"32455825","Private Offer","san vito","09040","Italy"
"33685149","Private Offer","biberach","88400","Germany"
"33363655","Private Offer","Neufchateau","88300","France"
"32980335","Private Offer","Aichelau","72539","Germany"
"32630802","Private Offer","L\\\'Aquila","67100","Italy"
"32690508","Private Offer","Tielt","8700","Belgium"
"28562085","Private Offer","Terni","05100","Italy"
"27716229","Private Offer","Sindelfingen","71067","Germany"
"34516379","Private Offer","Torino","10148","Italy"
"29659190","Private Offer","Bingen","55411","Germany"
"34444904","Private Offer","Obernzell","94130","Germany"
"8739662","Private Offer","Enns","4470","Austria"
"33687235","Private Offer","Berlin","13507","Germany"
"33256540","Private Offer","Siegen","57072","Germany"
"32919138","Private Offer","Bari","70121","Italy"
"21559349","Suma Automobile","Büchenbach","91186","NULL"
"34082090","AE-Automobile","Neuwied","56567","NULL"
"26357535","Best Automobile","Kaarst","41564","NULL"
"4876874","Autogalerie Wartenberg","Wartenberg","36367","NULL"
"33003167","Private Offer","La Panne","8660","Belgium"
"19121602","Private Offer","torino","10145","Italy"
"16924403","Moayyed Automobile","Ellerbek (bei Hamburg-Schnelsen)","25474","NULL"
"28865824","Private Offer","Schorndorf","73614","Germany"
"33752733","Private Offer","Bremerhaven","27578","Germany"
"32979825","Private Offer","Recklinghausen","45665","Germany"
"29035885","Private Offer","Lariano","00076","Italy"
"32678461","Private Offer","Namur","5000","Belgium"
"32527286","Private Offer","Atena lucana","84030","Italy"
"30897827","Car Store Tilburg","AS TILBURG","5015","NULL"
"9446255","Private Offer","Spoleto","06049","Italy"
"21934315","Private Offer","NG Wateringen","2291","Netherlands"
"13552134","Private Offer","st pol sur mer","59430","France"
"34060718","Private Offer","Verl","33415","Germany"
"22421093","La Commerciale Srl","Latina - Lt","04100","NULL"
"29351564","Private Offer","Boussu","7300","Belgium"
"16029144","Private Offer","München","80939","Germany"
"32610241","Private Offer","Bruxelles","1000","Belgium"
"22366823","Private Offer","wien","1160","Austria"
"33541739","Private Offer","Sankt Dionysen","4050","Austria"
"28859992","Private Offer","bologna","40138","Italy"
"9411198","Private Offer","Lucca","55100","Italy"
"27629","Autohaus Galerie","Sennfeld (Schweinfurt-Hafen)","97526","NULL"
"20893899","MG AUTOMOBILE DUISBURG","Duisburg","47139","NULL"
"9843811","Private Offer","Türkheim","86842","Germany"
"15571444","De Haas Auto's","NA HILVERSUM","1221","NULL"
"33500504","Private Offer","Braunschweig","38122","Germany"
"7433","Orange Auto (Sur rendez-vous / Op afspraak)","Vlezenbeek (Sint-Pieters-Leeuw)","1602","NULL"
"34477438","Private Offer","Daufenbach","56307","Germany"
"34475047","Private Offer","Rionero In Vulture","85028","Italy"
"34464823","Private Offer","Lehrte","31275","Germany"
"34426803","Private Offer","Altenstadt","63674","Germany"
"16102905","Autobedrijf De Liesbosch","NP NIEUWEGEIN","3433","NULL"
"33236401","Private Offer","Altmünster","4813","Austria"
"18478784","Private Offer","Vigevano","27029","Italy"
"32268973","Private Offer","Gent","9000","Belgium"
"31194391","Private Offer","Borgosatollo","25010","Italy"
"18426692","Private Offer","Casalmaggiore","26041","Italy"
"29857343","Private Offer","Pelt","3900","Belgium"
"7993922","Private Offer","Ixelles","1050","Belgium"
"34921","Autogroup Srl","Monte S.Savino - Arezzo - Ar","52048","NULL"
"17244779","Private Offer","Schiedam","3123rc","Netherlands"
"33177010","Private Offer","Büdingen","63654","Germany"
"33163267","Private Offer","Strengberg","3314","Austria"
"18730198","Private Offer","Rellingen","25462","Germany"
"33105824","Private Offer","GE Vierlingsbeek","5821","Netherlands"
"2386763","Pagin-Auto Srl","Bovolone - Verona","37051","NULL"
"33014464","Private Offer","Genova","16016","Italy"
"22167435","Private Offer","Düsseldorf","40476","Germany"
"32807345","Private Offer","Ruffano","73049","Italy"
"32799688","Private Offer","Recanati(MC)","62019","Italy"
"22481827","Private Offer","Ascoli Piceno","63100","Italy"
"32619388","Private Offer","Biella","13900","Italy"
"32605664","Private Offer","Gozzano","28024","Italy"
"21640810","Private Offer","Putten","3882be","Netherlands"
"31615093","Private Offer","Cusano milanino","20095","Italy"
"5973971","Private Offer","roma","00189","Italy"
"34254","Autosalone Alpicar Di Cinel Carlo","Rossano Veneto - Vicenza - Vi","36028","NULL"
"28636610","Private Offer","Elmshorn","25335","Germany"
"29403748","Private Offer","Bodenwörh","92439","Germany"
"34474258","Private Offer","Lluchmayor","07609","Spain"
"34098766","Private Offer","HE Noord-Scharwoude","1723","Netherlands"
"16373885","Private Offer","Augsburg","86165","Germany"
"32626355","Private Offer","Kettershausen","86498","Germany"
"32772971","Private Offer","mantova","46100","Italy"
"27820872","Private Offer","Bellheim","76756","Germany"
"22173234","Private Offer","feanwalden","9269va","Netherlands"
"33938455","Private Offer","wien","1040","Austria"
"33233071","Private Offer","Falkstraße 140","47058","Germany"
"33973736","Private Offer","Karlsfeld","85757","Germany"
"5820550","Private Offer","BAGNOLO P.TE","12031","Italy"
"34060877","Private Offer","Rösrath","51503","Germany"
"20409414","Private Offer","Tortona","15057","Italy"
"22977507","Carworld - Pumberger","Lengau","5211","NULL"
"34229899","Private Offer","Viersen","41749","Germany"
"33634758","Private Offer","Gronau (Westf.)","48599","Germany"
"21451261","Private Offer","Neunkirchen","66538","Germany"
"14828286","Private Offer","Namur","5000","Belgium"
"11266636","Private Offer","Wien","1010","Austria"
"17206072","Toy Cars-RS","Remscheid","42857","NULL"
"22530000","Private Offer","Nijmegen","6566BX","Netherlands"
"32172711","Goldener Adler Automobile","Berlin","13055","NULL"
"26228417","Private Offer","Sassari","07100","Italy"
"20071728","Private Offer","valencia","46920","Spain"
"31384979","Private Offer","Milano","20100","Italy"
"33384734","Private Offer","Zwenkau","04442","Germany"
"29237881","Private Offer","roma","00100","Italy"
"14227821","Private Offer","herstal","4040","Belgium"
"12415692","Private Offer","GP Tilburg","5046","Netherlands"
"32464069","Private Offer","Colnrade","27243","Germany"
"5772806","R.P. Service Srl","Ponte Della Priula - Treviso - Tv","31058","NULL"
"21316540","Private Offer","Genova","16142","Italy"
"25471716","ICARS17","Arroyomolinos","28939","NULL"
"8438732","Autohaus Furmanek","Thannhausen","86470","NULL"
"24571498","Wiveda GmbH","München","80686","NULL"
"11432512","Automobile CHELO´S","Bonn","53121","NULL"
"33467633","Private Offer","Ried","86510","Germany"
"34409859","Private Offer","Mirabella Eclano","83036","Italy"
"7548902","Automobili Vendramini Srl","Oderzo - Treviso","31046","NULL"
"6706514","TELENAUTO, Audi y Volkswagen","ASTORGA","24700","NULL"
"13740","RUTA 66","VELILLA DE SAN ANTONIO","28891","NULL"
"28456351","Private Offer","Wien","1100","Austria"
"17575982","Torre Auto","Bulgarograsso - Como - Co","22070","NULL"
"33336779","Private Offer","Gerlingen","70839","Germany"
"33232920","Private Offer","Firenze","50100","Italy"
"26379592","Private Offer","Wien","1150","Austria"
"32835468","Private Offer","München","81539","Germany"
"32625505","Private Offer","Mittersill","5730","Austria"
"289451","Private Offer","Ronnenberg","30952","Germany"
"4866268","MUGAR SPORT Automoción","Alcobendas","28108","NULL"
"9349181","Private Offer","VC Son","5691","Netherlands"
"15521174","Cem.Sar.","Ofterdingen","72131","NULL"
"20955231","Private Offer","Den Haag","2542lc","Netherlands"
"31124367","Autogalerie Kum GmbH Parsberg","Parsberg","92331","NULL"
"31110","Die Automobilagentur","Hürth bei Köln","50354","NULL"
"30437911","Kremer Automobile GmbH","Spenge","32139","NULL"
"7528912","AXCESS AUTO","COURNON D'AUVERGNE","63800","NULL"
"5603","SAXONIA Automobile","Glauchau","08371","NULL"
"15794072","Autohandel Olivier","Lochristi","59000","NULL"
"4932017","Autohandel Olivier c.v.b.a","Lochristi","9080","NULL"
"16306076","Car Center Hagen","Hagen","58089","NULL"
"29701515","T.K.Autohandel","Breitenbach","37327","NULL"
"22264572","Private Offer","Krems an der Donau","3500","Austria"
"26456720","PS Automobile","Bad Köstritz","07586","NULL"
"26732283","Fuhrpark Auto","Altach","6844","NULL"
"33357918","Private Offer","Alcalá la Real","23680","Spain"
"31050310","Höseler-Autozentrum","Heiligenhaus","42579","NULL"
"34363636","Private Offer","Rendsburg","24768","Germany"
"19537574","Private Offer","KE Tilburg","5011","Netherlands"
"33971876","Private Offer","San Pietro in Casale","40018","Italy"
"33925526","Private Offer","Verona","37132","Italy"
"22191430","H.T. AUTO","Charleroi","6031","NULL"
"6475689","Tari Automobile GbR","Mainz","55129","NULL"
"21382","Elspass Autoland GmbH & Co. KG","Duisburg","47138","NULL"
"9898428","Elite Cars Srls","Milano-MI","20146","NULL"
"25676","Blitz Automobile","Pfullingen","72793","NULL"
"29433583","Van Duijn Nottelman Automobielen","RK ALKMAAR","1812","NULL"
"30147814","MGD Auto's","SJ KRIMPEN AAN DE LEK","2931","NULL"
"3874606","Autobedrijf Bert de Vries","GJ BRAKEL","5306","NULL"
"19662127","Saab Automobile","Lahnstein","56112","NULL"
"3315426","Drive ME GmbH","Regau","4844","NULL"
"22752","Autohaus Stefan Fricke e.K.","Salzkotten","33154","NULL"
"15829947","Autobedrijf Gerrit Jonkers","AL WAARDENBURG","4181","NULL"
"15894","Andreas Pfüller -Autohaus Stollberg e.K.","Thalheim","09380","NULL"
"16453206","AutoOnline.nl B.V. Strijen & loon op zand","AX LOON OP ZAND","5175","NULL"
"15910931","Autohaus Willi und Ernst Blume KG","Bad Lauterberg","37431","NULL"
"34387589","Private Offer","Lübben","15907","Germany"
"14169572","Matin Automobile","Hamburg","20537","NULL"
"21291465","Automobile Albert","Rohr i. NB (bei Regensburg)","93352","NULL"
"17983796","AutoKonsum","Gernrode","06507","NULL"
"31636600","YAMOVIL","MADRID","28045","NULL"
"13596115","K & H Auto's","DP ANDELST","6673","NULL"
"18866391","Kuhn & Mantik Gmbh & Co. Kg","Lachendorf","29331","NULL"
"5051","AB Auto nv","Beerzel","2580","NULL"
"27506953","Auto De Groot Winschoten B.V.","BN WINSCHOTEN","9672","NULL"
"31671518","Car Store Assen","AJ ASSEN","9403","NULL"
"7730","Garage JD Cars - Wij kopen alle merken aan.","Harelbeke","8530","NULL"
"20293081","Autohaus Leber GmbH","Eigeltingen-Heudorf","78253","NULL"
"13358","Gallotti Auto Srl","Gallarate - Varese - Va","21013","NULL"
"27593557","Private Offer","bürstadt","68642","Germany"
"3938803","Centro Auto Srl","Ivrea - Torino - To","10015","NULL"
"29381638","Private Offer","Osterhofen","94486","Germany"
"25029954","Private Offer","fonte","31010","Italy"
"7442","Bhen-Auto","Asse ( à 3 km de Bruxelles)","1730","NULL"
"33575039","Private Offer","SCHIEDAM","3122GP","Netherlands"
"7283983","G.T. Motors International Srl","Roma - Rm","00159","NULL"
"19958484","Private Offer","Borgo a Buggiano","51011","Italy"
"34143092","Private Offer","Vicenza","36075","Italy"
"33817296","SM-Cars","Pommersfelden","96178","NULL"
"30301815","Private Offer","Wageningen","6701BC","Netherlands"
"16234650","R.B. Autoplaza B.V.","LK ALPHEN AAN DEN RIJN","2401","NULL"
"22237216","Autoankauf Toma","Mainz","55129","NULL"
"33459605","Private Offer","Heusenstam","36151","Germany"
"33902661","Private Offer","Poggiardo","73030","Italy"
"27323155","Private Offer","Antwerpen","2100","Belgium"
"30699474","Private Offer","wien","1190","Austria"
"9207681","1P Auto srl","Roma - Rm","00175","NULL"
"6033966","Private Offer","den bosch","5223vr","Netherlands"
"3191523","Autopark Nabburg","Nabburg ?","92507","NULL"
"16304174","KB CARS","Burgkunstadt","96224","NULL"
"29485268","Private Offer","WK Amsterdam","1019","Netherlands"
"34094581","Private Offer","Frosinone","03028","Italy"
"26445354","Private Offer","peruwelz","7600","Belgium"
"33259129","Private Offer","Köln (Ehrenfeld)","50823","Spain"
"28024300","Private Offer","Sint-Pieters-Leeuw","1600","Belgium"
"9475210","Automobile Roman","Büchenbach","91186","NULL"
"10658163","Private Offer","Wiesbaden","65203","Germany"
"33550387","Private Offer","Niardo","25050","Italy"
"17701018","Private Offer","DH Utrecht","3544","Netherlands"
"34179479","Private Offer","Eggenstein","76344","Germany"
"19304704","Private Offer","AA Utrecht","3543","Netherlands"
"34507825","Private Offer","Linz","4020","Austria"
"3812193","Autohaus Gust GmbH","Mechernich","53894","NULL"
"27875548","Private Offer","wilrijk","2610","Belgium"
"34238610","Private Offer","Landau","76829","Germany"
"4617301","F.M. Golden Car","Boortmeerbeek","3190","NULL"
"17661889","MSD Automotive B.V.","LK ALPHEN AAN DEN RIJN","2401","NULL"
"33222058","Private Offer","Sint-Katelijne-Waver","2860","Belgium"
"2565574","DOSCH AUTOMOBILE GMBH","Maintal","63477","NULL"
"17849742","CarPoint Braunschweig GmbH","Braunschweig","38120","NULL"
"16027684","Marias - Automobile","Schweinfurt","97424","NULL"
"34203106","Private Offer","Aitern","79677","Germany"
"34521050","Private Offer","Rostock","18071","Germany"
"2468121","FAIR-CARS","Neumünster","24534","NULL"
"12017884","Private Offer","Wien","1020","Austria"
"34291884","Private Offer","Waregem","8690","Belgium"
"34271581","Private Offer","Nordhorn","48531","Germany"
"33544251","Private Offer","Jesi","60035","Italy"
"18953556","Private Offer","couvin","5660","Belgium"
"32863942","Private Offer","CM LEEUWARDEN","8933","Netherlands"
"32857111","Private Offer","San mauro torinese","10099","Italy"
"32664202","Private Offer","Albignasego","35020","Italy"
"20502743","Private Offer","Fizzonasco Di Pieve Emanuele","20090","Italy"
"19104893","Private Offer","Münster","48161","Germany"
"30300419","Autogipex di Giuseppe Mussetti","Moncalieri","10024","NULL"
"34469336","Private Offer","Terracina","04019","Italy"
"18123","as winter gmbh","Saarlouis","66740","NULL"
"33236077","Private Offer","Albizzate","21041","Italy"
"18161537","Simic Automobile","Owen","73277","NULL"
"27870","Gürbüz Automobile","Wiesbaden","65201","NULL"
"23187439","ATL-Ladenburg","Ladenburg","68526","NULL"
"25300984","Private Offer","Bad Homburg","61350","Germany"
"24924714","Private Offer","Affligem","1790","Belgium"
"30105574","Reauto srl","Martinengo - Bergamo - BG","24057","NULL"
"26905310","Private Offer","Montesilvano","65015","Italy"
"12679001","Private Offer","Troisdorf","53840","Germany"
"5259125","Dani Auto's","BM ARNHEM","6827","NULL"
"33270353","Private Offer","AMERSFOORT","3824HD","Netherlands"
"24552541","Private Offer","königstein","61462","Germany"
"34309807","Private Offer","Jettingen-Scheppach","89343","Germany"
"34271607","Private Offer","Nordhorn","48531","Germany"
"21603115","Private Offer","Nierstein","55283","Germany"
"26329614","Private Offer","BS","25020","Italy"
"16715080","Private Offer","Latina","04100","Italy"
"11349911","Auto Willy","Tournai","7500","NULL"
"18155751","Dalici & Peker GbR","Diepoldshofen","88299","NULL"
"15967165","Auto Gilch GmbH","Deggendorf","94469","NULL"
"2358904","Delaere Autohandel","Lendelede","8860","NULL"
"33076886","Private Offer","Wiener Neustadt","2700","Austria"
"34476828","Private Offer","KG Haulerwijk","8433","Netherlands"
"17983856","Oostendorp Auto Uden Mazda","PD UDEN","5405","NULL"
"34121049","Private Offer","Marche En Famenne","6900","Belgium"
"16404260","Autohaus Rösrath - Autozentrum Matthes GmbH","Rösrath","51503","NULL"
"9327375","H.Automobile","Hamburg","22043","NULL"
"32711807","Private Offer","Rastatt","76437","Germany"
"20068","J. Müller Automobile","Meckenbeuren","88074","NULL"
"3481458","Salaz sprl","Tertre","7333","NULL"
"33044305","Private Offer","Eisenstadt","7000","Austria"
"15798716","Ibrauto di Farhat Ibrahim","Lurate Caccivio","22075","NULL"
"7088892","Policar 2009 Srl","Cesano di Roma - Roma - Rm","00123","NULL"
"17266935","Private Offer","Durmersheim","76448","Germany"
"33253746","Private Offer","Neuenkirchen","49586","Germany"
"32896596","Private Offer","PADOVA","35010","Italy"
"32632363","Private Offer","Piedimonte San Germano","03030","Italy"
"28679561","Private Offer","Torre del greco","80059","Italy"
"23547061","Private Offer","berlin","10555","Germany"
"34013756","Private Offer","Altenberg bei Linz","4203","Austria"
"33977943","Private Offer","albenga","17031","Italy"
"33878078","Private Offer","HOOFDDORP","2134ZZ","Netherlands"
"33815073","Private Offer","Venezia","30173","Italy"
"7625608","Private Offer","Montegranaro","63812","Italy"
"33586010","Private Offer","Zaragoza","50011","Spain"
"33483068","Private Offer","Parma","43122","Italy"
"33423123","Private Offer","Kulmbach","95326","Germany"
"32944562","Private Offer","castelfidardo","60022","Italy"
"23422062","Private Offer","Barcelona","08400","Spain"
"32429299","Private Offer","heiligenkreuz","2532","Austria"
"26994048","Private Offer","Karlsfeld","85757","Germany"
"24342246","Mbi Auto di Baroncini Michela","Savignano sul Rubicone - ForlìCesena -FO","47039","NULL"
"23077031","Kfz Handel Yildirim","Jettingen-Scheppach","89343","NULL"
"32812100","Private Offer","Massy","91300","France"
"17533399","Private Offer","ivrea","10015","Italy"
"18399187","Rony´s Car Wash Autoreinigung und Autohandel","Schwäbisch Gmünd - Bargau","73529","NULL"
"33650803","Private Offer","Perl","66706","Germany"
"12800066","Private Offer","Bari","70125","Italy"
"14247121","Private Offer","Kaiserslautern","67659","Germany"
"27001372","Private Offer","Kufstein","6330","Austria"
"17093439","Private Offer","Drogenbos","1620","Belgium"
"10039394","Private Offer","Hambrücken","76707","Germany"
"17193094","Private Offer","CT Horst","5961","Netherlands"
"11538710","Private Offer","cento (FE)","44042","Italy"
"5862165","RS Cars bvba","Kampenhout","1910","NULL"
"18104231","Autohof Mani","Troisdorf","53842","NULL"
"27827269","Private Offer","Marsicovetere","85050","Italy"
"16477276","Private Offer","kaufbeuren","87600","Germany"
"29914172","Private Offer","Termoli","86039","Italy"
"32338213","Private Offer","Filderstadt","70794","Germany"
"34249263","Private Offer","Torino","10100","Italy"
"24621887","Private Offer","Buttigliera D'Asti","14021","Italy"
"33641323","Private Offer","Castel Gandolfo","00073","Italy"
"28942462","Private Offer","Kornwestheim","70806","Germany"
"32918107","Private Offer","Kottenborn","53518","Germany"
"12420","Euro Target - Centro Auto Multimarche","Pieve Di Cento - Bologna - Bo","40066","NULL"
"24127095","Private Offer","Fritzlar","34560","Germany"
"16646992","90er-Sportwagen-Schüller","Triftern","84371","NULL"
"34206200","Private Offer","Peine","31224","Germany"
"15644831","EG CARS","Weinheim","69469","NULL"
"34471202","Private Offer","Holzgerlingen","71088","Germany"
"32725359","Private Offer","Straubing","94315","Germany"
"16058806","Autobryl","Gelsenkirchen","45884","NULL"
"8765","Autobedrijf Ter Horst","LH WANNEPERVEEN","7946","NULL"
"21773987","Private Offer","Dortmund","44265","Germany"
"33494714","Private Offer","HARDERWIJK","3845HD","Netherlands"
"31735399","Autohandel Geesthacht","Geesthacht","21502","NULL"
"34039256","Private Offer","Bologna","40100","Italy"
"34506340","Private Offer","Carmiano","73041","Italy"
"2022974","Carraro Autocarri Srl","Marghera - Venezia - Ve","30175","NULL"
"24576715","Private Offer","Mehlbach","67735","Germany"
"17083157","Fahrzeuge & Zubehoer Scheffel","Schömberg","72355","NULL"
"21477394","T.G. Motori srl","Cadoneghe - Padova - PD","35010","NULL"
"31857529","Private Offer","Pulheim","50259","Germany"
"27009861","Private Offer","Guastalla","42016","Italy"
"14642490","Private Offer","Reutlingen","72700","Germany"
"33784262","Private Offer","Kluisbergen","9690","Belgium"
"33588236","Private Offer","Wien, 14. Bezirk, Penzing","1140","Austria"
"24354064","Private Offer","Torino","10142","Italy"
"29861270","Private Offer","ROERMOND","6041BE","Netherlands"
"20649923","Private Offer","Schwäbisch Gmünd","73527","Germany"
"13828740","Private Offer","Erlangen","91056","Germany"
"31113437","Private Offer","Reggio Emilia","42121","Italy"
"33122887","Private Offer","Olen","2250","Belgium"
"25511303","Private Offer","Haaltert","9450","Belgium"
"32914941","Private Offer","ROTTERDAM","3073JS","Netherlands"
"32711488","Private Offer","Pont à Mousson","54700","France"
"31653160","Private Offer","Roma","00132","Italy"
"31231753","Private Offer","valmont","57730","France"
"31657257","Private Offer","La Louvière","7100","Belgium"
"16223581","Faust Automobile","Vettelschoß","53560","NULL"
"5841139","Private Offer","Lüdencheid","58513","Germany"
"33009812","Private Offer","Bensberg","51429","Germany"
"32514945","Private Offer","Cornaredo","20010","Italy"
"16258265","Auto 360 srl","Pisogne (BS)","25055","NULL"
"31847520","KL Auto's","AA OOSTERHOUT","4905","NULL"
"34254215","Private Offer","Nordrhein-Westfalen - Herzebrock-Clarholz","33442","Germany"
"32607865","Private Offer","wien","1220","Austria"
"28701555","HDA Wijchen B.V.","BV WIJCHEN","6603","NULL"
"33522035","Auto Exclusive Service di Valenti Matteo","Villa Di Serio - Bergamo - BG","24020","NULL"
"33008725","Private Offer","Rossano Stazione","87067","Italy"
"27221083","Alb.Ita srls","Pomezia - Roma","00070","NULL"
"24195490","TM Wagen Outlet","Pistoia - Pt","51100","NULL"
"21503647","Private Offer","Fléron","4620","Belgium"
"33865478","Private Offer","Köln","50829","Germany"
"33691662","Private Offer","BS","25080","Italy"
"33554662","Private Offer","Metz","57070","France"
"17059997","Private Offer","Schwelm","58332","Germany"
"6515858","Private Offer","La Spezia","19121","Italy"
"20139731","Private Offer","Steinabrückl","2751","Austria"
"9795","Garage Wolters BV","CC OUDENHOORN","3227","NULL"
"14769290","CS KFZ VERMITTLUNG & HANDEL","Finsterwalde","03238","NULL"
"14910535","Private Offer","Bologna","40133","Italy"
"11290","Autobedrijf Tanis","EW WADDINXVEEN","2741","NULL"
"14333542","Private Offer","Meppel","7941XJ","Netherlands"
"12905121","Private Offer","Verona","37100","Italy"
"14553138","Private Offer","Lonigo","36045","Italy"
"21336370","Private Offer","Kerpen","50170","Germany"
"14403058","Private Offer","Potenza Picena","62018","Italy"
"33667758","Private Offer","Wien","1140","Austria"
"24768134","Private Offer","Comines-Warneton","7780","Belgium"
"4875971","OF Automobile","Königsbrunn","86343","NULL"
"20093453","Private Offer","Wien","1120","Austria"
"8664741","Private Offer","Terni","05100","Italy"
"32647642","Private Offer","Nereto","64015","Italy"
"32550262","Private Offer","Vietri Sul Mare","84019","Italy"
"16793472","Private Offer","Berlin","10115","Germany"
"31865105","Private Offer","Ritterhude","27721","Germany"
"33210388","Autohaus D-Company","Köln","50739","NULL"
"16379448","autogalleria24","Bergheim","50127","NULL"
"22510843","Autohaus Krone","Bischofsheim","65474","NULL"
"17291205","InterCars Berlin","Berlin","13088","NULL"
"31059327","Auto D.K.","Hensies","7350","NULL"
"33821908","Private Offer","Banchette","10010","Italy"
"31223857","Private Offer","kelsterbach","65451","Germany"
"33009794","Private Offer","Frankfurt am Main","65929","Germany"
"10787","Autobedrijf P. Verkuylen","WX SCHIJNDEL","5482","NULL"
"21766160","Private Offer","Marburg","35039","Germany"
"32620498","Private Offer","Bruxelles","1040","Belgium"
"18272747","KFZ Freinberger GmbH","Ruprechtshofen","3244","NULL"
"23780331","Orc bvba Autohandel","Maasmechelen","3630","NULL"
"7752346","Private Offer","Hilden","40723","Germany"
"2457934","Autohof Wentorf","Wentorf bei Hamburg","21465","NULL"
"33716642","Private Offer","Dortmund-Aplerbeck","44287","Germany"
"17802573","Private Offer","Casoria","80026","Italy"
"10737","Auto Service Zandhorst","RX HEERHUGOWAARD","1704","NULL"
"21506146","Tiger Automobile","Erfurt","99086","NULL"
"15819535","Auto Karatas","Kornwestheim","70806","NULL"
"21559142","Classy Car di Vinciguerra Paolo","Torino","10134","NULL"
"16880242","M S Automobile","Berlin","10829","NULL"
"32912661","Auto Zentrum Lohne","Lohne","49393","NULL"
"33823051","Private Offer","Hooghalen","9414ap","Netherlands"
"32267223","Private Offer","Goch","47574","Germany"
"25508","Autec Automobil GmbH","Düsseldorf","40472","NULL"
"3431859","Aygün Automobile","Schlüchtern","36381","NULL"
"12401434","Wallinga Car Care","CH EINDHOVEN","5628","NULL"
"13617306","Autohuys Zweekhorst","MB VAASSEN","8171","NULL"
"4943233","A&N Automobile","Mainz Kastel","55252","NULL"
"14636984","Private Offer","avola","96012","Italy"
"31219113","Auto zonder garantie B.V.","WB LEMMER","8531","NULL"
"29572333","ARBUIO OCASION","ALONSOTEGI","48810","NULL"
"24785709","Private Offer","Grünstadt","67269","Germany"
"23301605","Private Offer","charleroi","6000","Belgium"
"34480992","Private Offer","Hemer","58675","Germany"
"34436385","Private Offer","marina di gioiosa","89100","Italy"
"16448512","GTR garage snc di Pozzoli Riccardo & C.","Lissone - Monza Brianza - Mb","20851","NULL"
"18155712","Adel Automobile GmbH","Eberhardzell-Oberessendorf","88436","NULL"
"21745299","Autoforum - Herborn","Herborn","35745","NULL"
"4952423","Marc","Dilbeek","1703","NULL"
"3833036","Auto-Werling","Karlsruhe","76187","NULL"
"19155745","Sabbah Autoexport","Singen","78224","NULL"
"20927073","A&N Autohaus GmbH","Zirndorf","90513","NULL"
"20502656","Private Offer","Tholey","66636","Germany"
"3515651","Autobedrijf Vorstenbosch","KW HEESWIJK-DINTHER","5473","NULL"
"17983815","Artsiomenko Kiryl Kfz -Händler","Altdorf","84032","NULL"
"28636911","Private Offer","cs Den haag","1015","Netherlands"
"21386621","Baydoun GmbH","Bergneustadt","51702","NULL"
"32566311","Private Offer","Pagazzano","24040","Italy"
"33603481","Auto Elion","Rosenheim","83022","NULL"
"23862561","Private Offer","ZWOLLE","8012WT","Netherlands"
"33826989","Autohaus EFTAL","Wien","1110","NULL"
"33667028","Private Offer","Loiching","84180","Germany"
"16208321","RS 2000 Kfz-Meisterbetrieb","Herzfelde","15378","NULL"
"26019087","A.S.A KFZ Vermittlung AN & Verkauf","Henstedt-Ulzburg","24558","NULL"
"26185092","Private Offer","Cassina De'Pecchi (Mi)","20060","Italy"
